"Case Name","Description","Attorney / Staff Member","Status / Next Steps","Document Type","Deadline","Documents","Lead Plaintiff Counsel?","Status","Tier","Last Updated"
"Marquez, et al. v. Commonwealth of Pennsylvania, et al., 1:19-00599 (U.S.D.C. M.D.PA)","Pennsylvania State Police troopers have routinely violated the law by stopping and holding people based solely on their Latino appearance, terrifying drivers and passengers while usurping federal authority to investigate supposed immigration violations, the ACLU claims. The 10 Latino plaintiffs are challenging what they contend is a pattern of police misconduct that follows a common script. Latino motorists, the suit says, were pulled over by troopers who immediately sought to ascertain the immigration status of the car’s occupants - Plaintiffs' Complaint does not clearly state whether they are U.S. citizens","","Second Amended Complaint filed 8/6/19; Defs' Response to Complt due 10/28/19<br /><br />9/13, 9/25/19 - emailed to Chris to consider; IRLI Amicus in Suppt Defs' (anticipated) MTD would be due around 11/4/19","","","","No","Prospective","2","10/22/2019 11:37am"
"MARTINEZ et al v. DONAHUE et al (7:20-cv-00062)","4/13/2020 ORDER granting Motion for Leave to Proceed under Pseudonyms<br />4/10/2020 HEARING ON TRO MOTION<br />4/7/2020 Complaint re: COVID-19 fears of people w/pre-existing illnesses at 3 So. Georgia Detention Centers<br />https://www.splcenter.org/sites/default/files/documents/0001._04-07-2020_petition_for_writ_of_habeas_corpusagainst_all_defendants_fee_paid-_receipt_agamdc-3436448_5_file.pdf","Submitted by Ralph Casale","","","","","No","Prospective","","04/23/2020 11:20am"
"Matter of A-M-R-C-, 28 I&N Dec. 7 (A.G. 2020) BIA"," Cite as 28 I&N Dec. 7 (A.G. 2020) - 4 issues presented by A.G. ","CHH, ","Deadline July 17, 2020 - briefs shall not exceed 15,000 words","Amicus brief for BIA ","07/17/2020","<a href=""https://www.justice.gov/eoir/page/file/1286356/download""> https://www.justice.gov/eoir/page/file/1286356/download</a>","No","Active","","06/17/2020 1:54pm"
"Matter of B-Z-R-, 28 I&N Dec. 563 (A.G. 2022)","Alien from Mexico repeated commits burglary. Alleges before BIA must remain because of sexual preference and mental illness. Garland rules immigration judges may consider mental illness when alien commits ""particularly serious crime"" as to whether alien should get asylum or other immigration relief. ","John Miano/CJH","1/17/2022 IRLI amicus; 5/11/22 Garland rules  Immigration adjudicators may consider a respondent’s mental health in determining whether an individual, “having been convicted by a final judgment of a particularly serious crime, constitutes a danger to the community of the United States.” 8 U.S.C. § 1158(b)(2)(A)(ii); see id § 1231(b)(3)(B)(ii). ","","","","No","Archive","","05/17/2022 10:46am"
"Matter of CASTILLO-PEREZ","Issues presented:<br />1.  In connection with an application for cancellation of removal under 8  U.S.C.  § 1229b(b), what is the appropriate legal standard for determining when an  individual lacks “good moral character” under 8 U.S.C. § 1101(f)? 2.  What impact should multiple convictions for driving while intoxicated or  driving under the influence have in determining when an individual lacks “good  moral character” under 8 U.S.C. § 1101(f)? 3.  What impact should multiple such convictions have in determining whether to grant discretionary relief under 8 U.S.C. § 1229b(b)? https://www.justice.gov/eoir/page/file/1116871/download ","RLC; CJH","Amicus brief submitted Jan 18, 2019<br /><br />*IRLI closed file as of 2/6/19","","","","No","Archive","",""
"Matter of L-E-A-                       ","Issue presented:<br />Whether, and under what circumstances, an alien may establish persecution on account of membership in a “particular social group” under 8 U.S.C. § 1101(a)(42)(A) based on the alien’s membership in a family unit. https://www.justice.gov/eoir/page/file/1116866/download ","JMM; CJH","Amicus brief submitted Jan 18, 2019<br /><br />*IRLI closed file as of 1/25/19","","","","No","Archive","",""
"Matter of Reyes, 27 I&N 708 (A.G. 2019)","Before the Attorney General:<br />I invite the parties and interested amici to submit briefs that address whether an alien who has been convicted of a criminal offense necessarily has been convicted of an aggravated felony for purposes of 8 U.S.C. §1227(a)(2)(A)(iii), where all of the elements of the underlying statute of conviction, and thus all of the means of committing the offense, correspond either to an aggravated felony theft offense, as defined in 8 U.S.C.<br />§1101(a)(43)(G), or to an aggravated felony fraud offense, as defined in 8 U.S.C. §1101(a)(43)(M)(i)","CJH; LJO and AUSA LGW","IRLI Amicus filed 1/17/20; AUSA Amicus filed 1/17/20","Deadline for filing Amicus Brief","01/17/2020","","No","Active","","05/05/2020 1:15pm"
"Matter of Thomas and Thompson, 27 I. & N. Dec. 556 (A.G. 2019)","The Attorney General referred the decisions of the Board of Immigration Appeals to himself for review of issues relating to whether, and under what circumstances, judicial alteration of a criminal conviction or sentence—whether labeled “vacatur,” “modification,” “clarification,” or some other term—should be taken into consideration in determining the immigration consequences of the conviction","CJH; LJO","AG directed BIA to refer case for review of decision and invitation for amicus to submit briefs by 7/12/19<br /><br />BIA case records received 6/24/19; IRLI filed Amicus 7/12/19<br /><br />*IRLI closed file as of 7/26/19","","","","No","Archive","","07/26/2019 3:19pm"
"Mayor and City Council of Baltimore, et al. v. DHS, et al., 8:19-02851 (U.S.D.C. D.MD)  ","Public Charge Rule - Plaintiffs, a broad-based coalition comprised by local governments, an elected representative, and a number of non-profit and faith-based agencies providing legal and social services to immigrant populations and their families claiming the constituents they serve and the communities they represent will suffer actual injury as a result of the Rule, which will place a greater burden on health care, food security, housing assistance and other services Plaintiffs provide. Immigrants and their citizen family members, afraid of being designated public charges and jeopardizing legal status, will disenroll from or forgo participation in federal nutrition, health care and housing programs to which they are lawfully entitled. This will place a greater burden not only on non-profit social service agencies, but also on state, local and county government assistance programs. In addition, when immigrants and their citizen family members withdraw altogether from government assistance programs, including those provided by the Mayor and City Council of Baltimore and by Gaithersburg, those jurisdictions’ public health and safety and general welfare is harmed","","Complaint for Declaratory and Injunctive Relief filed 9/27/19; Ct Order deferring ruling on Complaint in light of other pending Public Charge Rule cases where Prelim Injunc has been granted 10/15/19<br /><br />10/1/19 - Discussed with Chris at Litigation Meeting","","","","No","Prospective","2","10/21/2019 3:49pm"
"Mayor and City Council of Baltimore v. Trump, et al., 18-03636 (U.S.D.C. D.MD)","Violation of Administrative Procedures Act due to Jan 3, 2018 change to Foreign Affairs Manual - Mayor and City Council of Baltimore filed suit alleging that change to FAM violates APA and poses significant ramifications to the health and well-being of the residents of Baltimore","","Complaint filed 11/28/18; Order denying Defs' MTD 9/20/19; Defs' Answer due by 10/20/19<br /><br />3/26/19 - provided to Chris to consider IRLI interest in Defs' MTD","","","","No","Prospective","2","10/10/2019 1:21pm"
"Maystrenko v. Wells Fargo, 3:21-cv-00133 (N.D. Cal.)","Wells Fargo Accused Of Bias Against Non-Citizen Customers. Russian couple seeking Asylum sue to get same treatment as DACA lawsuit. ","","1/7/21 Complaint; 1/8/21 CMC due 4/2/21, CMC 4/9/21; 1/11/21 Order; 2/5/21 Consent/declination; 2/9/21 CASE MANAGEMENT SCHEDULING ORDER: Initial Case Management Conference set for 4/15. Case Management Stmt. due 4/8; 3/25/21 Opp./Response; 3/31/21 Reply; 4/13/21 Order on Motion to Dismiss w/o Hrg; 10/19/21 ORDER. For the motion to dismiss, Dkt. No. 21 , the Court has been waiting on the outcome of the appeal in Chattopadhyay v. Simple Finance Technology Corp. , No. 19-cv-01541-JST; 10/28/21 NOTICE by Wells Fargo, N.A. [Joint] of Recently Decided Ninth Circuit Authority; 11/10/21 ORDER RE MOTION TO DISMISS; 1/27/22 Joint CMS; 1/28/22 ORDER. initial CMC set 2/3/22 vacated and court will issue scheduling order; 2/4/22 Scheduling Order; 3/23/22 Stip w/prop order; 3/24/22 ORDER. The parties' stipulated protective order granted; 5/19/22 ORDER. Plaintiffs are directed to file a response to the discovery letter, Dkt. No. 42 , by June 9; 6/9/22 STIPULATION and Proposed Order selecting Private ADR by Wells Fargo, N.A. Stipulation and Request for Private Mediation and Enlargement of Time filed by Wells Fargo; 6/14/22 ORDER GRANTING STIPULATION AND REQUEST FOR PRIVATE MEDIATION AND ENLARGEMENT OF TIME; 7/29/22 STIPULATION WITH PROPOSED ORDER; 8/29/22 ORDER. The Court is advised that the named plaintiffs and Wells Fargo have stipulated to dismissal. The claims of the named plaintiffs are dismissed with prejudice, and the claims of the putative class are dismissed without prejudice; ","","","","No","Archive","","08/31/2022 2:02pm"
"McHenry, Kankakee Counties v. Raoul, 21-3334 (7th Cir.), 3:21-cv-50341 (N.D. Ill.) ","McHenry and Kankakee counties filed a federal lawsuit Wednesday challenging the legality of a state ban on jails housing federal immigrant detainees. 1/12/22 Stay reversed in favor of Illinois; ","Gina D'Andrea, CCH","9/1/2021 Complaint; 9/15/21 Amended complaint; 10/1/21 MINUTE entry: Ps' PI motion, Ds; response due 10/18, Ps' reply by 10/22; 10/12/21 IRLI brief; 10/13/21 Ct grants IRLI amicus brief; 10/14/21 IRLI brief; 10/18/21 D's Motion to Dismiss, D's Response, Amicus National Immigrant Justice Center for leave to file brief; 10/19/21 MINUTE entry: D's Motion to strike, dismiss, P respond by 10/29, D reply by 11/5; 10/22/21 P's reply; 10/27/21 Minute Entry; 10/29/21 Response; 11/5/21 D's REPLY in response to motion in support of D's motions to dismiss and strike; 11/17/21 Minute Entry, suppl. memo answers required due 11/22; 11/22/21 memo; 12/6/21 Judgment - D's motion to dismiss w/prejudice granted; <br /><br />7th Circuit: 12/16/21 appeal challenging the district court grant of d’s motion to dismiss; 12/30/21 ORDER dated 12/30/2021 ORDERED deadline for McHenry County and Kankakee County to exercise the termination provision in their contracts to house or detain individuals for civil immigration violations, see 5 ILCS 805/15(g)(2), is temporarily STAYED until 1/13/22, AG Raoul response 1/6/22, Counties reply by 1/10/22, response by 1/6/22; 1/12/22  ORDER re notice of appeal: We now DENY any further stay pending appeal, stay to expire 1/13/22, counties have not made a ""strong showing"" that they are likely to succeed on the merits. Nken v. Holder, 556 U.S. 418, 434 (2009); 1/25/22 App. file brief to nix ban; 1/4/22 Appellants Response; 1/6/22 Appellee Response in Objection; 1/12/22 ORDER re: PLAINTIFFS' EMERGENCY MOTION FOR INJUNCTION OR STAY PENDING APPEAL. We now DENY any further stay pending appeal,; 1/25/22 Appellants brief; 2/1/22 IRLI amicus filed; 2/24/22 Appellee's brief; 3/3/22 16 Dem AGs file amicus on behalf of Appellee Kwame; 3/10/22 arg set for 5/18; 3/17/22 Appellant's reply brief; 3/21/22 Deficiency letter sent to D States, Appellant reply brief; 4/11/22 Argument reset for Wednesday, May 18; 5/18/22 A Seventh Circuit panel seemed unconvinced Wednesday by two Illinois counties' argument that they should be able to pursue a constitutional challenge to a law Gov. J.B. Pritzker signed last year, which blocks immigration detention contracts with the federal government; 8/9/22 Seventh Circuit upheld an Illinois law barring state and local governments from housing immigrant detainees on behalf of the federal government, ruling Tuesday that the law doesn't infringe on the Executive Branch's ability to detain noncitizens; <br /><br />10/12/21 IRLI amicus brief; 10/13/21 Grants brief on grounds of no opp.; 10/14/21 IRLI brief; 12/21/21 Appeal from N.D. Ill which granted defendants’ motion to dismiss, Appellants opening brief due January 25; 7th Cir. 2/1/22 IRLI amicus filed; <br />"," Argument set for Wednesday, May 18, 2022, at 9:30 a.m","","","No","Active","","08/10/2022 11:51am"
"McInnes v. The Southern Poverty Law Center, Inc., 2:19-00098 (M.D. Ala.)","Libel, Assault, Slander w/intent to destroy reputation and employment due to his political commentary, humor, etc on immigration. <br />Represented by: George Baron Coleman, Baron Coleman Law Firm, 334-625-9097, gbaroncoleman@gmail.com<br />Ronald D. Coleman, Mandelbaum Salsburg PC, 973-736-4600, rcoleman@lawfirm.ms<br />Lauren X. Topelsohn, Mandelbaum Salsburg PC, 973-243-7909, ltopelsohn@lawfirm.ms","","Complaint filed 2/4/19; Def filed MTD 4/6/19; Pltf's Opp MTD filed 5/13/19; Def's Reply filed 6/5/19; Pltf filed Ntc Letter Submission 8/7/19; Def filed Ntc Supp Auth 9/17/19; Ct to rule on MTD (without Oral Argument); 9/13/21 OPINION AND ORDER: It is therefore the ORDER, JUDGMENT, and DECREE of the court that the plf has until 9/27/2021, to amend the complaint to allege jurisdiction sufficiently, P’s amended complaint; 9/27/21 D's MOTION TO DISMISS FOR FAILURE TO STATE A CLAIM THE REVISED AMENDED COMPLAINT AND MEMORANDUM OF LAW IN SUPPORT; 9/28/21 ORDER: It is ORDERED that the motion to dismiss set for submission, w/o oral argument, on Oct. 19 w/any opp. brief due by Oct. 12, & any reply to the opp. due by Oct. 19. In lieu of a new brief, a party may, if preferred, simply file a notice that it wishes to rely on its prior response to, or reply to the opposition to, the first motion to dismiss; 10/12/21 RESPONSE in Opp. D's MOTION TO DISMISS FOR FAILURE TO STATE A CLAIM THE REVISED AMENDED COMPLAINT AND MEMORANDUM OF LAW IN SUPPORT; 10/19/21 REPLY to Response to Motion re MOTION TO DISMISS FOR FAILURE TO STATE A CLAIM THE REVISED AMENDED COMPLAINT AND MEMORANDUM OF LAW IN SUPPORT:<br /><br />IRLI not getting involved in case but tracking for developments","","","","No","Prospective","2","10/20/2021 11:45am"
"Melgar v. Barr, 0:19-cv-02130 (8th Cir.), 0:18-cv-01956 (D. Minn.)","Split 8th Circ. Says TPS Holders Eligible For Green Cards regardless of how entered. Consolidated w/ case: Velasquez v. Barr, 19-1148 (8th Cir.) ","","6/3/20 Complaint 8th Cir.; 10/27/20 Case term. Ct ordered TPS visa holders eligible; 10/27/20 judgment of the Originating Court is AFFIRMED; 3/3/21 JUDGE ORDER: Granting unopposed motion to stay the mandate pending the filing of a petition for writ of certiorari; 12/9/21 J filed; ","","","","No","Archive","","12/14/2021 12:27pm"
"Merchant, Alasaad v. Mayorkas, 20-1505 (U.S.), 20-1077, 20-1081 (1st Cir.), 1:17-cv-11730 (D. Mass.)","Border Warrantless searches: That decision split with the Ninth Circuit's finding in U.S. v. Cano  that the border search exception to the warrant requirement ""is restricted in scope to searches for contraband."" The Eleventh Circuit has taken a similar position to the First Circuit, while the Fourth Circuit has said some cause is needed for a so-called ""forensic search"" of a phone or device.<br /><br /> ","","9/13/2017 Complaint; 1/29/2020 Appealed 1st. Cir.; 2/9/2021 Case term.; 4/23/2021 Writ SCOTUS, Response due 5/28/2021; <br /><br />U.S. 6/29/21 denied cert. <br />NOTE: IRLI prospective case only ","","","","No","Archive","","06/29/2021 11:44am"
"Merola v. Cuomo, et al., 1:19-00899 (N.D.N.Y.)","Rensselaer County Executive Steven F. McLaughlin and Rensselaer County Clerk Frank J. Merola filed a lawsuit to uphold Federal law for the safety and security of the residents of Rensselaer County. The lawsuit seeks for the Court to declare the Green Light Law unconstitutional in its entirety and to prohibit New York State Governor Andrew Cuomo, New York State Attorney General Letitia James, and New York State Department of Motor Vehicles Commissioner Mark Schroeder from taking any punitive action under the Law against Mr. Merola while serving as Clerk for the residents of Rensselaer County - claiming that among other cited Federal laws, the lawsuit emphasizes the following Federal laws as being frustrated by the Green Light Law adopted by disaffected State politicians: (1) it is a crime to knowingly or recklessly shield an undocumented immigrant from detection; and (2) no local government may in any way be restricted from sending to, or receiving from, the Immigration and Naturalization Service information regarding immigration status","","Complaint for Declaratory Judgment, Preliminary and Permanent Injunctions filed 7/24/19;  Defs filed Mtn Transfer Case 8/15/19; Defs' Answer to Cmplt filed 8/29/19; Pltf filed Response Opp Defs' Mtn Transfer 9/3/19; Reply to Response Mtn Transfer filed 9/9/19; Pltf's Mtn Prelim Injunc filed 11/11/19; Defs' Mtn Jdgmt on Pleadings filed 11/25/19; Pltf's Reply filed 12/2/19; Hearing set for 12/5/19<br /><br />7/26 & 8/1/19 - Dale circulated for IRLI consideration; 8/14/19 - follow up email to Chris to consider (IRLI would be in support of Plaintiff Clerk Merola); 11/12/19 - emailed current case status and briefing schedule to Chris and Mike to consider filing Amicus Suppt Pltf's Mtn PI by 11/18/19","","","","No","Prospective","1","08/05/2020 11:56am"
